FID,OBJECTID,UNIT_COUNT,CNTY_FIPS,MSSA_ID,DEFINITION,AREA_SQMI,MSSA_COUNT,MSSA_NAME,Total_Popu,EST_Physic,EST_FNPPA,EST_Provid,Provider_R,Score_Prov,Pop_100FPL,PCT_100FPL,Score_Pove,Score_Tota,PCSA,Effective,Shape__Area,Shape__Length
1,1,11,001,1.1,Urban,0.47210174,Alameda,Livermore Central and West/Spring Town,58273,46,5,49.8,1172.5,1,3149,0.054,1,2,No,2020/01/30 00:00:00+00,129743278.898438,60419.0809201248
2,2,8,001,1.2,Rural,1.9502678,Alameda,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,39930,13.5,2.7,15.5,2576.1,4,1774,0.044,0,4,No,2020/01/30 00:00:00+00,1349996927.49219,203038.482813312
3,3,12,007,10,Rural,7.76886845,Butte,Oroville/Palermo/Thermalito,45959,13,33.1,37.8,1215.8,1,10967,0.239,4,5,Yes,2020/01/30 00:00:00+00,1207559937.80859,206854.25524053
4,4,1,049,100,Frontier,956.13437615,Modoc,Adin/Lookout/Newell,1392,0,0,0,0,5,146,0.105,2,7,Yes,2020/01/30 00:00:00+00,4419590621.60156,425181.340834315
5,5,2,051,102,Frontier,1452.26790405,Mono,Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker,5860,1,2,2.5,2344,3,760,0.13,2,5,Yes,2020/01/30 00:00:00+00,12788560929.0781,708134.97223778
6,6,1,051,103,Rural,66.38344825,Mono,Mammoth Lakes,8083,13,6,17.5,461.9,0,618,0.076,1,1,No,2020/01/30 00:00:00+00,274650224.488281,80096.8009247577
7,7,1,053,104,Frontier,251.29157927,Monterey,Big Sur/Lucia,1696,0.5,0.7,1,1696,2,238,0.14,2,4,No,2020/01/30 00:00:00+00,1002874960.46484,256407.665169181
8,8,3,053,105,Rural,0.73217955,Monterey,King City/San Lucas,17047,17,5.7,21.2,804.1,0,4157,0.244,4,4,No,2020/01/30 00:00:00+00,1799930172.66406,328794.786749009
9,9,1,053,106,Frontier,1432.1257989,Monterey,Bradley/San Ardo,3579,0,0,0,0,5,748,0.209,4,9,Yes,2020/01/30 00:00:00+00,5673281136.58984,493583.353149883
10,10,8,053,107,Rural,0.69850981,Monterey,Chualar/Gonzalez/Greenfield/Soledad,47914,21,10.2,28.7,1669.5,2,8282,0.173,3,5,Yes,2020/01/30 00:00:00+00,1962055401.28516,287904.499696895
11,11,13,053,108,Rural,1.23726082,Monterey,Carmel Valley/Castroville/Marina/Moss Landing/Ord,54806,27,0.7,27.5,1992.9,2,6091,0.111,2,4,No,2020/01/30 00:00:00+00,1376828427.625,318078.106065415
12,12,8,053,109.1,Rural,110.79872691,Monterey,Aromas/Las Lomas/Pajaro/Prunedale,45458,4,2,5.5,8265.1,5,4790,0.105,2,7,Yes,2020/01/30 00:00:00+00,853627172.769531,262343.208147805
13,13,32,053,109.2,Urban,5.3615592,Monterey,Salinas/Spreckels,153612,200,46.8,235.1,653.4,0,26549,0.173,3,3,No,2020/01/30 00:00:00+00,156252656.046875,77060.0038131513
14,14,1,007,11,Frontier,444.71690413,Butte,Berry Creek/Brownsville/Concow/Feather Falls/Forbestown,4798,0,0.3,0.2,23990,5,1085,0.226,4,9,Yes,2020/01/30 00:00:00+00,1946578469.04688,261941.034449605
15,15,27,053,110,Urban,0.40276592,Monterey,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,91349,143.5,38.8,172.6,529.3,0,10078,0.11,2,2,No,2020/01/30 00:00:00+00,390795051.675781,147528.619689459
16,16,4,055,111.1,Rural,2.45846241,Napa,Angwin/Deer Park/St. Helena,12684,17.5,7.9,23.4,542.1,0,1306,0.103,2,2,No,2020/01/30 00:00:00+00,537942806.140625,146454.842332973
17,17,2,055,111.2,Rural,2.61625327,Napa,Calistoga,6573,3,0,3,2191,3,672,0.102,2,5,Yes,2020/01/30 00:00:00+00,302291831.816406,89444.8146786932
18,18,1,055,111.3,Frontier,293.05882358,Napa,Berryessa,1741,0,0,0,0,5,79,0.045,0,5,Yes,2020/01/30 00:00:00+00,1246029433.92969,186776.214098751
19,19,18,055,112.1,Urban,1.12143507,Napa,Napa Central,63398,68,22.3,84.7,748.5,0,5046,0.08,1,1,No,2020/01/30 00:00:00+00,83559435.125,62870.3859485374
20,20,10,055,112.2,Rural,0.2979572,Napa,Napa Northeast/Rutherford/Yountville,31661,39,14.6,49.9,634.5,0,2337,0.074,1,1,No,2020/01/30 00:00:00+00,980689649.375,269884.932138936
21,21,5,055,112.3,Urban,1.02347135,Napa,American Canyon,21358,2,2,3.5,6102.3,5,1845,0.086,1,6,Yes,2020/01/30 00:00:00+00,189893672.023438,82467.2143726589
22,22,15,057,113,Rural,28.02578244,Nevada,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,77416,66,27.2,86.4,896,0,9935,0.128,2,2,No,2020/01/30 00:00:00+00,1775961524.76953,252877.214966719
23,23,5,057,114,Rural,512.94983536,Nevada,North Bloomfield/North San Juan/Truckee,20421,19,9.9,26.4,773.5,0,1926,0.094,1,1,No,2020/01/30 00:00:00+00,2441629552.15234,378539.229167633
24,24,21,059,115.1,Urban,2.63360548,Orange,Dana Point/San Clemente/San Juan Capistrano,116086,76,23.8,93.9,1236.3,1,10187,0.088,1,2,No,2020/01/30 00:00:00+00,116737081.519531,60046.8096357235
25,25,23,059,115.2a,Urban,0.61866199,Orange,Lake Forest East/Mission Viejo Central and South,116381,125,37.4,153,760.7,0,6745,0.058,1,1,No,2020/01/30 00:00:00+00,81763396.8671875,61056.8223094158
26,26,25,059,115.2b,Urban,2.30732167,Orange,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,144626,80,17.2,92.9,1556.8,2,5653,0.039,0,2,No,2020/01/30 00:00:00+00,770620099.289062,151182.817752489
27,27,26,059,115.2c,Urban,1.62808627,Orange,Aliso Viejo/Laguna Hills/Laguna Niguel,128572,109,38.1,137.6,934.4,0,8492,0.066,1,1,No,2020/01/30 00:00:00+00,108819889.582031,58251.8593499647
28,28,17,059,115.2d,Urban,1.30230809,Orange,Laguna Beach/Laguna Woods,80187,75.5,42.7,107.5,745.9,0,7989,0.1,1,1,No,2020/01/30 00:00:00+00,86227637.8984375,73414.5106713636
29,29,14,059,116a,Urban,0.67614429,Orange,Buena Park/La Palma,81893,45,13.6,55.2,1483.6,1,12878,0.157,3,4,No,2020/01/30 00:00:00+00,38063992.234375,33298.7911882912
30,30,16,059,116b,Urban,0.20953965,Orange,Santa Ana Central,112026,68,16.5,80.4,1393.4,1,29637,0.265,5,6,Yes,2020/01/30 00:00:00+00,22763635.5195312,26462.8729503547
31,31,20,059,116c,Urban,0.50759448,Orange,Anaheim West,125422,86.5,17.2,99.4,1261.8,1,21459,0.171,3,4,No,2020/01/30 00:00:00+00,41919830.0664062,33015.6526960666
32,32,30,059,116d,Urban,0.971517,Orange,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,145141,152.5,39.8,182.4,795.7,0,13969,0.096,1,1,No,2020/01/30 00:00:00+00,204362674.566406,78848.8295337668
33,33,26,059,116e,Urban,0.98486561,Orange,Cypress/Los Alamitos/Rossmoor,115854,113.5,27.8,134.4,862,0,8280,0.071,1,1,No,2020/01/30 00:00:00+00,71103015.5117188,39012.0505543913
34,34,22,059,116f,Urban,0.31767989,Orange,Fullerton Central and South,106134,103,44.5,136.4,778.1,0,16342,0.154,3,3,No,2020/01/30 00:00:00+00,66909219.59375,40671.2627569927
35,35,20,059,116g,Urban,1.4883595,Orange,Santa Ana South,119730,83,48,119,1006.1,1,18443,0.154,3,4,No,2020/01/30 00:00:00+00,41986438.4804688,38080.9198416294
36,36,27,059,116h,Urban,0.4597944,Orange,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,141882,380.5,124.5,473.8,299.5,0,22633,0.16,3,3,No,2020/01/30 00:00:00+00,87622142.2070312,72315.0982422437
37,37,20,059,116i,Urban,0.28493887,Orange,Garden Grove South/Santa Ana West,120364,83,17.2,95.9,1255.1,1,23297,0.194,3,4,No,2020/01/30 00:00:00+00,36654223.8515625,31364.1434443113
38,38,17,059,116j,Urban,0.51101256,Orange,Fountain Valley/Huntington Beach Central,80319,162.5,46.5,197.4,406.9,0,7435,0.093,1,1,No,2020/01/30 00:00:00+00,46547490.234375,37416.2854787081
39,39,22,059,116k,Urban,0.47822414,Orange,Brea West/Fullerton North/La Habra,110930,57,21.2,72.9,1521.7,2,11734,0.106,2,4,No,2020/01/30 00:00:00+00,70718580,53666.5802499567
40,40,17,059,116l,Urban,0.56345656,Orange,Anaheim Central,100929,109,31.4,132.6,761.2,0,20249,0.201,4,4,No,2020/01/30 00:00:00+00,33199110.703125,30960.4857960684
41,41,30,059,116m,Urban,1.81319383,Orange,Brea East/Placentia Central and North/Yorba Linda,146322,106,43.1,138.3,1058,1,8619,0.059,1,2,No,2020/01/30 00:00:00+00,181440997.539062,64567.2586738389
42,42,27,059,116n,Urban,1.01446723,Orange,Anaheim Hills/City of Orange East/Villa Park,124796,408.5,27,428.7,291.1,0,7970,0.064,1,1,No,2020/01/30 00:00:00+00,265977932.894531,90870.8105664515
43,43,17,059,116o,Urban,0.40089713,Orange,Irvine Central/Tustin East,99394,199,40.5,229.4,433.3,0,9531,0.096,1,1,No,2020/01/30 00:00:00+00,49557477.5234375,40984.644144466
44,44,22,059,116p,Urban,0.60684015,Orange,Costa Mesa,115982,239.5,87.5,305.1,380.1,0,16348,0.141,2,2,No,2020/01/30 00:00:00+00,73442612.0234375,48473.9751898971
45,45,22,059,116q,Urban,0.47104902,Orange,Anaheim East/City of Orange North/Placentia Southwest,124780,26,20.6,41.4,3014,5,19711,0.158,3,8,Yes,2020/01/30 00:00:00+00,68432521.828125,47122.7137606929
46,46,23,059,116r,Urban,0.5492865,Orange,Garden Grove North/Stanton,127633,230,34.1,255.5,499.5,0,23293,0.182,3,3,No,2020/01/30 00:00:00+00,45595956.7382812,38913.5723352452
47,47,22,059,116s,Urban,0.53491388,Orange,Huntington Beach North/Seal Beach East/Westminster,128512,132.5,38.8,161.6,795.2,0,25310,0.197,3,3,No,2020/01/30 00:00:00+00,49047329.1875,48333.0130113563
48,48,19,059,116t,Urban,0.79577071,Orange,Huntington Beach South,83242,57.5,24.9,76.2,1092.4,1,4642,0.056,1,2,No,2020/01/30 00:00:00+00,43287159.7265625,29870.4899861498
49,49,23,059,116u,Urban,0.54322561,Orange,Huntington Beach West/Seal Beach West,89287,38,23.9,55.9,1597.3,2,6825,0.076,1,3,No,2020/01/30 00:00:00+00,88565717.75,51564.1888226583
50,50,14,059,116v,Urban,0.81587752,Orange,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,132093,36,19.9,50.9,2595.1,4,10788,0.082,1,5,Yes,2020/01/30 00:00:00+00,208215470.925781,75666.6314721165
51,51,9,061,117,Rural,10.98685492,Placer,Dollar Point/Kings Beach/Sunnyside/Tahoe City/Tahoe Vista,10464,1,2,2.5,4185.6,5,1214,0.116,2,7,Yes,2020/01/30 00:00:00+00,1076467825.74609,229058.268567778
52,52,6,061,118,Rural,8.29075476,Placer,Colfax/Meadow Vista,28043,6,5.6,10.2,2749.3,4,2885,0.103,2,6,Yes,2020/01/30 00:00:00+00,859482366.652344,231860.236497669
53,53,21,061,119,Urban,2.84950784,Placer,Auburn/Newcastle/Lincoln/Sheridan,98699,98,23.9,115.9,851.6,0,8898,0.09,1,1,No,2020/01/30 00:00:00+00,1258158499.19922,225094.172639122
54,54,10,009,12,Rural,102.57833332,Calaveras,Angels Camp/Arnold/Copperopolis/Mountain Ranch/Murphys/San Andreas/Valley Springs/West Point,44516,17,5.6,21.2,2099.8,3,5676,0.128,2,5,Yes,2020/01/30 00:00:00+00,4356217613.66797,367168.346739729
55,55,1,061,120,Frontier,566.63693364,Placer,Foresthill,6534,1,0,1,6534,5,626,0.096,1,6,Yes,2020/01/30 00:00:00+00,2439307177.02734,321400.423275621
56,56,25,061,121.1,Urban,2.94016471,Placer,Roseville,112387,45,30.9,68.1,1650.3,2,10411,0.093,1,3,No,2020/01/30 00:00:00+00,139502579.984375,60106.8980778953
57,57,22,061,121.2,Urban,1.85493214,Placer,Rocklin/Granite Bay,115540,318,76.8,375.6,307.6,0,6439,0.056,1,1,No,2020/01/30 00:00:00+00,358363611.84375,113602.546738339
58,58,1,063,122,Frontier,706.4105232,Plumas,Belden/Caribou/Crescent Mills/Genessee/Greenville/Indian Falls/North Arm/Storrie/Taylorsville/Tobin/Twain,2679,1,0.3,1.2,2232.5,3,356,0.133,2,5,Yes,2020/01/30 00:00:00+00,3129929783.75,478437.02829584
59,59,2,063,123.1,Frontier,57.18581893,Plumas,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,6143,12.5,2,14,438.8,0,943,0.154,3,3,No,2020/01/30 00:00:00+00,2828234711.89453,377612.237928744
60,60,1,063,123.2,Rural,131.10137662,Plumas,Blairsden/Clio/C-Road/Gold Mountain/Greagle/Johnsville/Mohawk Meadows/Mohawk Vista/Plumas Eureka/Plumas Pines/Sierra Springs/Valley Ranch/White Hawk,1423,0,0,0,0,5,91,0.064,1,6,Yes,2020/01/30 00:00:00+00,575512695.839844,187122.194316949
61,61,1,063,124,Frontier,662.80181748,Plumas,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,4058,4,0.3,4.2,966.2,0,678,0.167,3,3,No,2020/01/30 00:00:00+00,2921915933.85938,309664.815906561
62,62,2,063,125,Frontier,342.2578822,Plumas,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,4074,4,1,4.8,848.8,0,371,0.091,1,1,No,2020/01/30 00:00:00+00,2094402468.81641,270887.78984545
63,63,6,065,126,Rural,53.74058655,Riverside,Blythe,14600,5,2.7,7,2085.7,3,3753,0.257,5,8,Yes,2020/01/30 00:00:00+00,630381222.898438,123192.064478543
64,64,3,065,127,Frontier,29.32269196,Riverside,Chiriaco Summit/Desert Center/Eagle Mountain,1696,5.5,1,6.3,269.2,0,352,0.208,4,4,No,2020/01/30 00:00:00+00,14429223210.668,598742.502047825
65,65,17,065,128,Urban,163.31816483,Riverside,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,103848,37,20.2,52.2,1989.4,2,27311,0.263,5,7,Yes,2020/01/30 00:00:00+00,1138828710.66406,204975.719532931
66,66,27,065,129.1,Urban,23.82256624,Riverside,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,104582,152.5,58.1,196.1,533.3,0,12971,0.124,2,2,No,2020/01/30 00:00:00+00,397149119.222656,115090.757209162
67,67,12,065,129.2,Urban,1.11993676,Riverside,Bermuda Dunes North/Indio North,60375,14,1.7,15.2,3972,5,10207,0.169,3,8,Yes,2020/01/30 00:00:00+00,228543614.402344,76631.0765031862
68,68,11,065,129.3,Urban,1.01585497,Riverside,Agua Caliente/Palm Springs Central,28840,17,5.3,21,1373.3,1,5342,0.185,3,4,No,2020/01/30 00:00:00+00,381961098.625,114756.803141007
69,69,36,065,129.4,Urban,5.02623073,Riverside,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,139974,121.5,49.7,158.8,881.4,0,31786,0.227,4,4,No,2020/01/30 00:00:00+00,1100103069.71484,194812.634588297
70,70,4,065,130,Rural,411.0749033,Riverside,Idyllwild/Pine Cove,12466,0,3.3,2.5,4986.4,5,2121,0.17,3,8,Yes,2020/01/30 00:00:00+00,3135783763.36719,348547.862388649
71,71,25,065,131a,Urban,3.72020591,Riverside,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,154507,69,32.3,93.2,1657.8,2,20702,0.134,2,4,No,2020/01/30 00:00:00+00,620000005.320312,147601.83709432
72,72,20,065,131b,Urban,1.92411456,Riverside,French Valley/Murrieta East/Temecula/Winchester,160430,50,26.5,69.9,2295.1,3,13653,0.085,1,4,No,2020/01/30 00:00:00+00,623775375.019531,121070.723472879
73,73,14,065,131c,Urban,35.92085968,Riverside,Temecula South,90043,72,66.2,121.7,739.9,0,5084,0.056,1,1,No,2020/01/30 00:00:00+00,575321020.015625,151320.723674785
74,74,32,065,132,Urban,0.50024918,Riverside,East Hemet/Hemet/Valle Vista,149192,55.5,48.4,91.8,1625.2,2,32365,0.217,4,6,Yes,2020/01/30 00:00:00+00,405251164.554688,112531.440335099
75,75,30,065,133.1,Urban,10.63019521,Riverside,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,191025,43,20.5,58.4,3271,5,29479,0.154,3,8,Yes,2020/01/30 00:00:00+00,544386780.167969,161325.34675853
76,76,5,065,133.2,Urban,14.18782247,Riverside,Homeland/Lakeview/San Jacinto,32019,0,0.3,0.2,160095,5,4663,0.146,2,7,Yes,2020/01/30 00:00:00+00,269003424.445312,104665.07023131
77,77,4,065,133.3,Rural,51.73545542,Riverside,Glen Valley/Mead Valley,25428,1,0,1,25428,5,7432,0.292,5,10,Yes,2020/01/30 00:00:00+00,356779769.351562,96589.1619894126
78,78,32,065,134,Urban,16.65625281,Riverside,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,156999,114,48.3,150.2,1045.3,1,23030,0.147,2,3,No,2020/01/30 00:00:00+00,1258155206.69141,230540.602278453
79,79,22,065,135a,Urban,0.9582344,Riverside,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,101703,44,36,71,1432.4,1,25252,0.248,4,5,Yes,2020/01/30 00:00:00+00,134650700.460938,90693.752849916
80,80,35,065,135b,Urban,1.64181428,Riverside,Edgemont/Orange Crest/Woodcrest,171604,71.5,46,106,1618.9,2,24791,0.144,2,4,No,2020/01/30 00:00:00+00,351213918.539062,95751.8054005039
81,81,17,065,135c,Urban,0.94988125,Riverside,Casablanca/Riverside Central,89487,129.5,46,164,545.7,0,15488,0.173,3,3,No,2020/01/30 00:00:00+00,70739193.6601562,52862.0185592267
82,82,25,065,135d,Urban,0.81243339,Riverside,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,124197,273.5,43.4,306.1,405.7,0,21248,0.171,3,3,No,2020/01/30 00:00:00+00,146887370.824219,88526.289101327
83,83,34,065,135e,Urban,0.77804036,Riverside,Corona North/Glen Avon/Jurupa/Norco,182370,36,19.2,50.4,3618.5,5,17538,0.096,1,6,Yes,2020/01/30 00:00:00+00,239361087.546875,113087.225452522
84,84,21,065,135f,Urban,1.69225002,Riverside,Corona South/El Cerrito/Temescal,131622,63,33.3,88,1495.7,1,11672,0.089,1,2,No,2020/01/30 00:00:00+00,294579680.847656,89393.8649707837
85,85,21,065,135g,Urban,1.47790946,Riverside,Moreno Valley,92987,7.5,12.6,17,5469.8,5,15975,0.172,3,8,Yes,2020/01/30 00:00:00+00,94750870.8515625,64896.3787883036
86,86,9,067,136,Rural,1.46227337,Sacramento,Clay/Galt/Herald/Wilton,38278,4.3,2.7,6.3,6075.9,5,5429,0.142,2,7,Yes,2020/01/30 00:00:00+00,861990501.804688,153813.129652459
87,87,2,067,137,Rural,102.9894386,Sacramento,Clarksburg/Hood/Isleton/Locke/Walnut Grove,5522,1,0.3,1.2,4601.7,5,799,0.145,2,7,Yes,2020/01/30 00:00:00+00,685922735.070312,202670.785549565
88,88,4,067,138,Rural,0.82948158,Sacramento,Rancho Murieta/Sloughhouse,22811,5,2,6.5,3509.4,5,1278,0.056,1,6,Yes,2020/01/30 00:00:00+00,668683330.660156,130112.822511334
89,89,37,067,139a,Urban,2.27378764,Sacramento,Elverta/Natomas/North Highlands/Rio Linda,197817,42,14.2,52.6,3760.8,5,28800,0.146,2,7,Yes,2020/01/30 00:00:00+00,388971008.214844,114118.62111447
90,90,21,067,139b,Urban,1.15365524,Sacramento,Carmichael/Fair Oaks/Gold River,92633,122,49.3,159,582.6,0,13071,0.141,2,2,No,2020/01/30 00:00:00+00,106624782.339844,67100.3274020462
91,91,29,067,139c,Urban,0.55503485,Sacramento,Antelope/Citrus Heights/Foothill Farms,123186,28,10.9,36.2,3402.9,5,19972,0.162,3,8,Yes,2020/01/30 00:00:00+00,83290063.8710938,48242.653053949
92,92,19,067,139d,Urban,0.50455999,Sacramento,Arcade/Arden/Town and Country Village,78207,206,38.8,235.1,332.7,0,13365,0.171,3,3,No,2020/01/30 00:00:00+00,72899495.4453125,47459.4463006611
93,93,25,067,139e,Urban,1.29763674,Sacramento,Folsom/Orangevale,110552,72,49.1,108.8,1016.1,1,7059,0.064,1,2,No,2020/01/30 00:00:00+00,182703792.164062,68069.5459595357
94,94,26,067,139f,Urban,0.53533903,Sacramento,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,124342,363,86.4,427.8,290.7,0,35349,0.284,5,5,Yes,2020/01/30 00:00:00+00,75487643.3789062,43586.5465031497
95,95,34,067,139g,Urban,0.65441943,Sacramento,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,129185,117,37.8,145.3,889.1,0,20120,0.156,3,3,No,2020/01/30 00:00:00+00,279731332.980469,98039.9538501844
96,96,12,067,139h,Urban,1.96827228,Sacramento,Elk Grove/Laguna/Laguna West/Lakeside,81004,244,39.5,273.6,296.1,0,11677,0.144,2,2,No,2020/01/30 00:00:00+00,72722124.4375,44094.1352126222
97,97,22,067,139i,Urban,0.46837865,Sacramento,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,84967,223,79.1,282.3,301,0,7875,0.093,1,1,No,2020/01/30 00:00:00+00,63612625.0859375,51816.0168328025
98,98,30,067,139j,Urban,2.17485217,Sacramento,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,127877,122,78.4,180.8,707.3,0,42398,0.332,5,5,Yes,2020/01/30 00:00:00+00,137894824.207031,102676.082820427
99,99,16,067,139k,Urban,0.7850879,Sacramento,Freeport/Meadowview,87716,23,20.6,38.5,2278.3,3,22445,0.256,5,8,Yes,2020/01/30 00:00:00+00,61883076.7265625,46290.4888624242
100,100,17,067,139l,Urban,4.70927333,Sacramento,Vineyard,81806,4,3,6.3,12985.1,5,9259,0.113,2,7,Yes,2020/01/30 00:00:00+00,200308215.089844,78041.0054526558
101,101,14,067,139m,Urban,47.84197803,Sacramento,Central South Elk Grove/Franklin,88663,80,27.2,100.4,883.1,0,7307,0.082,1,1,No,2020/01/30 00:00:00+00,262541386.230469,73778.5125972955
102,102,11,069,140,Rural,1.34809866,San Benito,Hollister/Paicines/Panoche/San Juan Bautista,58318,17,9.9,24.4,2390.1,3,5670,0.097,1,4,No,2020/01/30 00:00:00+00,5599452057.11328,456541.223595484
103,103,1,071,142,Frontier,1360.35271527,San Bernardino,Argus/Borosalvay/Trona,1999,0,0.3,0.2,9995,5,572,0.286,5,10,Yes,2020/01/30 00:00:00+00,5333476177.85938,345043.143642179
104,104,3,071,143,Frontier,44.43598893,San Bernardino,Big River/Needles,6592,0,2,1.5,4394.7,5,1710,0.259,5,10,Yes,2020/01/30 00:00:00+00,11114709843.8047,498897.571823655
105,105,1,071,144.1,Rural,931.29654953,San Bernardino,USMC Air-Ground Combat Training Center,5655,6,8.6,12.4,456,0,865,0.153,3,3,No,2020/01/30 00:00:00+00,3556518041.71484,316717.737794218
106,106,9,071,144.2,Rural,10.68095172,San Bernardino,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,41100,10,15.6,21.7,1894,2,9004,0.219,4,6,Yes,2020/01/30 00:00:00+00,3503139205.29297,318069.00790533
107,107,5,071,144.3,Rural,1377.32073751,San Bernardino,Cadiz/Twentynine Palms,19535,0,2.6,2,9767.5,5,5031,0.258,5,10,Yes,2020/01/30 00:00:00+00,6055493893.48828,543538.791379167
108,108,25,071,145.1a,Urban,6.6742517,San Bernardino,Hesperia West/Mountain View Acres/Victorville Central and South,185393,99,58,142.5,1301,1,40353,0.218,4,5,Yes,2020/01/30 00:00:00+00,667388681.734375,126970.908185205
109,109,18,071,145.1b,Urban,8.07827184,San Bernardino,Apple Valley/Hesperia East,116152,60,34.4,85.8,1353.8,1,21877,0.188,3,4,No,2020/01/30 00:00:00+00,560027104.390625,153779.191801753
110,110,7,071,145.2,Rural,7.35316804,San Bernardino,Adelanto/Phelan/Pinon Hills/Victorville Northwest,57125,4,4.3,7.2,7934,5,16514,0.289,5,10,Yes,2020/01/30 00:00:00+00,1190280018.17188,175191.977897994
111,111,1,071,145.3,Rural,84.09726615,San Bernardino,Lucerne Valley,5237,0,0,0,0,5,1330,0.254,5,10,Yes,2020/01/30 00:00:00+00,320758156.652344,86409.6447783423
112,112,11,071,146,Rural,259.95236265,San Bernardino,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,26025,3,9.6,10.2,2551.5,4,4229,0.162,3,7,Yes,2020/01/30 00:00:00+00,2056581675.79297,242957.124308052
113,113,7,071,147,Rural,84.62284638,San Bernardino,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,21784,5,2.3,6.7,3251.3,5,3570,0.164,3,8,Yes,2020/01/30 00:00:00+00,618264956.625,147067.518976219
114,114,2,071,148,Rural,165.10436725,San Bernardino,Lytle Creek/Wrightwood,6720,0,0,0,0,5,806,0.12,2,7,Yes,2020/01/30 00:00:00+00,677231821.070312,129892.263868823
115,115,11,071,149,Rural,162.63876591,San Bernardino,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,53079,12,9.3,19,2793.6,4,15533,0.293,5,9,Yes,2020/01/30 00:00:00+00,8927504429.18359,504206.45801925
116,116,2,011,15,Rural,83.72099005,Colusa,Colusa,7536,2.5,3.3,5,1507.2,2,1043,0.138,2,4,No,2020/01/30 00:00:00+00,653276914.824219,164593.126277841
117,117,2,071,150,Frontier,6995.57695757,San Bernardino,Baker/Harvard/Newberry Springs,11166,4,8.3,10.2,1094.7,1,1069,0.096,1,2,No,2020/01/30 00:00:00+00,31061206585.3555,797526.37146409
118,118,21,071,151a,Urban,3.95101604,San Bernardino,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,121800,78.5,30.3,101.3,1202.4,1,10223,0.084,1,2,No,2020/01/30 00:00:00+00,235659791.75,69823.9705856921
119,119,20,071,151b,Urban,0.59474146,San Bernardino,Ontario Northeast/Rancho Cucamonga South,99506,81.5,28.1,102.6,969.8,0,14462,0.145,2,2,No,2020/01/30 00:00:00+00,69516090.796875,43764.980275271
120,120,26,071,151c,Urban,1.13554364,San Bernardino,Montclair/Ontario Northwest/Upland South,129571,75.5,42.4,107.3,1207.6,1,26646,0.206,4,5,Yes,2020/01/30 00:00:00+00,73161201.25,61646.5455017129
121,121,19,071,151d,Urban,0.98626935,San Bernardino,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,85661,34,31.2,57.4,1492.4,1,8030,0.094,1,2,No,2020/01/30 00:00:00+00,85091805.9765625,46593.447416835
122,122,23,071,151e,Urban,2.65790185,San Bernardino,Fontana North/Rancho Cucamonga Northwest/Rialto Northeast,198013,34,42.4,65.8,3009.3,5,14496,0.073,1,6,Yes,2020/01/30 00:00:00+00,253333992.25,98829.3301576825
123,123,26,071,151f,Urban,1.00146442,San Bernardino,Bloomington/Colton Central and West/Fontana South/Rialto South,143180,408,101,483.8,295.9,0,26221,0.183,3,3,No,2020/01/30 00:00:00+00,157646177.082031,74656.306737997
124,124,23,071,151g,Urban,1.48810372,San Bernardino,Muscoy/San Bernardino Central,127436,74,31.4,97.5,1307,1,42806,0.336,5,6,Yes,2020/01/30 00:00:00+00,94164394.15625,57870.4986968807
