"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C01_006E","S1602_C01_006M","S1602_C01_007E","S1602_C01_007M","S1602_C01_008E","S1602_C01_008M",
"0500000US06029","Kern County, California","10.0","0.4","26.7","1.1","14.8","3.1","19.6","3.1","12.3","5.5","2.2","-888888888.0","2.1","-888888888.0","2.6","-888888888.0",
"0500000US06031","Kings County, California","13.2","1.2","33.0","3.0","12.2","5.1","18.0","5.3","31.3","33.1","3.9","-888888888.0","3.7","-888888888.0","4.6","-888888888.0",
"0500000US06033","Lake County, California","3.2","0.8","29.3","7.3","16.9","11.3","5.3","9.4","25.6","35.0","2.9","-888888888.0","4.7","-888888888.0","5.1","-888888888.0",
"0500000US06035","Lassen County, California","0.6","0.5","11.9","9.3","0.0","12.9","4.5","7.1","0.0","43.6","11.1","-888888888.0","23.6","-888888888.0","25.0","-888888888.0",
"0500000US06037","Los Angeles County, California","15.5","0.1","28.3","0.3","25.3","0.7","33.3","0.5","17.8","1.2","2.4","-888888888.0","2.3","-888888888.0","2.8","-888888888.0",
"0500000US06039","Madera County, California","10.0","0.9","25.8","2.3","22.0","8.8","24.3","13.7","12.9","14.9","2.2","-888888888.0","2.5","-888888888.0","2.9","-888888888.0",
"0500000US06041","Marin County, California","4.9","0.5","32.0","3.3","9.9","2.4","17.4","4.1","10.1","10.6","4.7","-888888888.0","5.4","-888888888.0","6.5","-888888888.0",
"0500000US06043","Mariposa County, California","0.6","0.8","10.3","16.2","13.5","22.8","0.0","36.4","0.0","53.4","2.2","-888888888.0","2.2","-888888888.0","5.8","-888888888.0",
"0500000US06045","Mendocino County, California","4.1","0.8","28.2","5.5","1.4","2.0","8.1","6.1","0.0","20.6","2.7","-888888888.0","2.3","-888888888.0","3.0","-888888888.0",
"0500000US06047","Merced County, California","13.8","0.8","28.0","1.8","23.3","4.6","17.1","4.1","0.0","18.9","2.2","-888888888.0","2.1","-888888888.0","2.5","-888888888.0",
"0500000US06049","Modoc County, California","2.8","1.5","28.7","13.7","0.0","57.3","0.0","53.4","0.0","100.0","4.1","-888888888.0","2.1","-888888888.0","3.8","-888888888.0",
"0500000US06051","Mono County, California","3.4","2.0","19.4","10.6","10.5","15.6","0.0","46.1","0.0","100.0","1.5","-888888888.0","0.3","-888888888.0","2.3","-888888888.0",
"0500000US06053","Monterey County, California","14.4","0.6","33.8","1.5","13.9","3.0","26.0","3.7","13.5","7.5","2.5","-888888888.0","2.6","-888888888.0","3.0","-888888888.0",
"0500000US06055","Napa County, California","7.6","0.8","31.8","3.3","8.7","3.5","8.8","4.0","4.0","6.5","2.7","-888888888.0","2.3","-888888888.0","3.2","-888888888.0",
"0500000US06057","Nevada County, California","1.3","0.4","16.2","5.9","13.8","7.4","8.2","10.0","0.0","43.6","1.9","-888888888.0","1.4","-888888888.0","2.5","-888888888.0",
"0500000US06059","Orange County, California","10.2","0.2","25.0","0.8","12.9","0.9","30.2","1.0","17.4","2.6","2.5","-888888888.0","2.6","-888888888.0","3.8","-888888888.0",
"0500000US06061","Placer County, California","2.6","0.3","19.5","2.5","11.4","2.9","16.4","3.7","18.8","14.5","1.7","-888888888.0","1.6","-888888888.0","3.0","-888888888.0",
"0500000US06063","Plumas County, California","1.0","0.8","8.8","11.5","0.0","24.9","82.8","43.5","0.0","57.3","2.3","-888888888.0","8.6","-888888888.0","7.2","-888888888.0",
"0500000US06065","Riverside County, California","8.1","0.2","22.8","0.7","11.4","1.6","21.4","1.7","8.5","3.1","2.6","-888888888.0","2.4","-888888888.0","3.0","-888888888.0",
"0500000US06067","Sacramento County, California","7.3","0.2","24.6","1.2","23.6","1.6","26.5","1.6","14.6","4.4","2.7","-888888888.0","2.6","-888888888.0","3.4","-888888888.0",
"0500000US06069","San Benito County, California","9.6","1.7","23.8","4.4","9.6","8.6","27.5","18.2","92.3","24.3","2.3","-888888888.0","2.5","-888888888.0","3.0","-888888888.0",
"0500000US06071","San Bernardino County, California","8.7","0.3","22.8","0.7","10.2","1.6","21.7","1.6","11.7","3.1","2.7","-888888888.0","2.6","-888888888.0","3.1","-888888888.0",
"0500000US06073","San Diego County, California","8.0","0.2","23.7","0.6","13.4","1.2","23.8","1.1","23.2","3.0","2.9","-888888888.0","2.5","-888888888.0","3.2","-888888888.0",
"0500000US06075","San Francisco County, California","13.5","0.4","22.9","2.0","22.3","1.8","40.0","1.2","17.3","5.1","4.0","-888888888.0","4.5","-888888888.0","5.2","-888888888.0",
"0500000US06077","San Joaquin County, California","9.7","0.4","27.5","1.4","17.0","2.7","24.0","2.1","12.9","5.3","3.5","-888888888.0","3.7","-888888888.0","4.3","-888888888.0",
"0500000US06079","San Luis Obispo County, California","2.8","0.4","18.0","2.7","5.3","3.1","20.6","6.5","6.0","10.3","3.1","-888888888.0","3.3","-888888888.0","5.0","-888888888.0",
"0500000US06081","San Mateo County, California","9.6","0.4","26.3","1.5","14.2","1.7","22.4","1.4","14.5","4.3","2.5","-888888888.0","2.8","-888888888.0","3.5","-888888888.0",
"0500000US06083","Santa Barbara County, California","8.4","0.4","27.0","1.5","7.7","1.7","23.5","3.5","7.6","6.3","2.4","-888888888.0","2.3","-888888888.0","2.8","-888888888.0",
"0500000US06085","Santa Clara County, California","12.4","0.2","25.5","0.9","13.4","1.0","28.5","0.8","19.1","3.2","2.9","-888888888.0","2.9","-888888888.0","3.6","-888888888.0",
"0500000US06087","Santa Cruz County, California","6.5","0.5","28.6","2.7","8.9","2.5","16.0","4.6","34.9","17.6","2.1","-888888888.0","2.3","-888888888.0","2.9","-888888888.0",
"0500000US06089","Shasta County, California","1.2","0.3","10.2","3.3","9.3","4.5","16.3","7.2","8.5","9.6","2.7","-888888888.0","2.3","-888888888.0","5.5","-888888888.0",
"0500000US06091","Sierra County, California","1.8","1.6","40.6","28.7","0.0","100.0","-","-222222222.0","-","-222222222.0","1.0","-888888888.0","1.5","-888888888.0","1.5","-888888888.0",
"0500000US06093","Siskiyou County, California","2.3","0.6","21.3","7.1","16.4","7.3","27.6","12.2","5.6","5.9","2.5","-888888888.0","2.5","-888888888.0","3.9","-888888888.0",
"0500000US06095","Solano County, California","5.9","0.4","26.4","2.1","11.3","2.5","14.2","1.7","10.4","6.9","2.7","-888888888.0","2.5","-888888888.0","3.2","-888888888.0",
"0500000US06097","Sonoma County, California","5.2","0.3","29.0","1.8","7.5","2.0","22.2","3.7","13.3","6.3","2.8","-888888888.0","3.3","-888888888.0","4.4","-888888888.0",
"0500000US06099","Stanislaus County, California","9.1","0.5","23.2","1.6","18.4","3.3","19.5","3.3","31.2","5.5","2.0","-888888888.0","2.2","-888888888.0","2.6","-888888888.0",
"0500000US06101","Sutter County, California","11.3","1.3","35.8","4.4","36.0","6.8","22.7","8.5","43.8","37.9","3.0","-888888888.0","3.2","-888888888.0","3.6","-888888888.0",
"0500000US06103","Tehama County, California","3.5","0.8","22.0","5.5","4.8","4.6","30.8","15.2","0.0","63.3","3.1","-888888888.0","2.0","-888888888.0","3.7","-888888888.0",
"0500000US06105","Trinity County, California","0.1","0.2","2.4","4.2","0.0","35.9","4.0","7.6","0.0","68.6","1.2","-888888888.0","1.0","-888888888.0","1.4","-888888888.0",
"0500000US06107","Tulare County, California","13.0","0.5","30.1","1.3","13.3","3.3","15.7","4.3","5.9","6.8","2.5","-888888888.0","2.3","-888888888.0","3.2","-888888888.0",
"0500000US06109","Tuolumne County, California","0.5","0.3","10.5","5.8","0.0","8.3","9.2","14.8","0.0","62.2","2.5","-888888888.0","6.6","-888888888.0","11.6","-888888888.0",
"0500000US06111","Ventura County, California","7.5","0.4","23.1","1.2","7.3","1.6","20.2","2.1","15.9","5.8","2.3","-888888888.0","2.4","-888888888.0","3.0","-888888888.0",
"0500000US06113","Yolo County, California","9.7","0.7","30.3","3.1","24.4","3.9","24.3","3.8","18.9","10.9","1.7","-888888888.0","1.8","-888888888.0","2.6","-888888888.0",
"0500000US06115","Yuba County, California","6.6","1.0","33.0","5.8","4.5","4.2","23.5","8.1","0.0","42.1","2.8","-888888888.0","4.2","-888888888.0","5.2","-888888888.0",
