"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_002E","S1602_C01_002M","S1602_C01_003E","S1602_C01_003M","S1602_C01_004E","S1602_C01_004M","S1602_C01_005E","S1602_C01_005M","S1602_C01_006E","S1602_C01_006M","S1602_C01_007E","S1602_C01_007M","S1602_C01_008E","S1602_C01_008M",
"0500000US06061","Placer County, California","2.7","0.4","18.1","2.8","11.4","2.6","18.3","4.5","18.6","12.1","3.4","(X)","2.4","(X)","3.1","(X)",
"0500000US06063","Plumas County, California","0.9","0.7","11.0","10.6","6.3","10.2","0.0","35.8","0.0","100.0","3.1","(X)","2.8","(X)","3.5","(X)",
"0500000US06065","Riverside County, California","7.0","0.2","18.3","0.6","11.5","1.5","21.2","1.5","11.6","3.6","4.0","(X)","3.8","(X)","4.2","(X)",
"0500000US06067","Sacramento County, California","7.0","0.2","21.1","1.1","22.8","1.5","26.5","1.3","17.4","4.0","3.7","(X)","3.5","(X)","4.2","(X)",
"0500000US06069","San Benito County, California","10.6","1.5","26.3","3.8","24.0","18.9","22.5","16.4","62.2","58.9","3.1","(X)","3.2","(X)","3.4","(X)",
"0500000US06071","San Bernardino County, California","7.5","0.3","18.0","0.7","10.7","1.8","21.4","1.3","12.0","3.1","3.8","(X)","3.6","(X)","4.0","(X)",
"0500000US06073","San Diego County, California","8.0","0.2","22.8","0.6","13.6","1.1","23.5","1.0","28.7","2.7","3.9","(X)","3.6","(X)","4.2","(X)",
"0500000US06075","San Francisco County, California","12.8","0.4","21.5","1.7","19.5","1.7","37.8","1.3","16.2","4.3","4.6","(X)","4.8","(X)","5.5","(X)",
"0500000US06077","San Joaquin County, California","9.4","0.4","25.0","1.4","15.1","2.1","25.1","2.2","9.2","6.8","4.6","(X)","4.6","(X)","4.9","(X)",
"0500000US06079","San Luis Obispo County, California","3.1","0.4","17.3","2.2","6.3","2.3","23.1","7.1","0.0","10.3","3.4","(X)","3.7","(X)","4.5","(X)",
"0500000US06081","San Mateo County, California","9.9","0.4","25.4","1.7","12.6","1.6","22.4","1.3","18.3","4.8","3.9","(X)","4.0","(X)","4.6","(X)",
"0500000US06083","Santa Barbara County, California","8.1","0.5","25.0","1.6","6.0","1.7","20.5","3.1","23.8","9.5","3.4","(X)","3.1","(X)","3.8","(X)",
"0500000US06085","Santa Clara County, California","11.4","0.2","21.1","0.8","11.5","0.9","27.2","0.7","14.8","2.6","4.2","(X)","4.1","(X)","4.7","(X)",
"0500000US06087","Santa Cruz County, California","6.0","0.5","24.7","2.2","8.6","2.9","22.6","5.3","27.3","14.5","3.3","(X)","3.5","(X)","4.1","(X)",
"0500000US06089","Shasta County, California","1.3","0.3","7.6","2.6","14.5","5.4","25.7","8.9","14.5","13.8","4.2","(X)","3.6","(X)","5.7","(X)",
"0500000US06091","Sierra County, California","3.9","2.6","66.2","27.1","0.0","92.8","-","**","-","**","0.7","(X)","0.7","(X)","0.7","(X)",
"0500000US06093","Siskiyou County, California","1.5","0.5","19.1","6.7","7.0","5.8","23.9","11.9","0.0","30.9","3.9","(X)","5.6","(X)","6.3","(X)",
"0500000US06095","Solano County, California","5.1","0.4","22.0","2.2","9.2","2.4","12.2","1.6","8.2","6.0","4.4","(X)","3.7","(X)","4.2","(X)",
"0500000US06097","Sonoma County, California","4.8","0.4","24.3","2.1","9.8","1.8","22.1","4.1","9.0","5.7","4.6","(X)","5.3","(X)","6.3","(X)",
"0500000US06099","Stanislaus County, California","8.7","0.4","21.1","1.2","19.8","2.7","19.4","3.8","31.1","5.1","3.2","(X)","3.0","(X)","3.5","(X)",
"0500000US06101","Sutter County, California","9.3","1.1","31.8","3.8","24.6","6.0","16.4","8.1","14.0","19.0","4.7","(X)","5.7","(X)","6.2","(X)",
"0500000US06103","Tehama County, California","3.0","0.8","17.4","4.6","9.9","8.1","39.7","31.8","0.0","39.7","3.3","(X)","2.3","(X)","2.7","(X)",
"0500000US06105","Trinity County, California","0.4","0.6","0.8","1.7","0.0","32.7","36.0","48.0","-","**","2.1","(X)","0.5","(X)","1.3","(X)",
"0500000US06107","Tulare County, California","12.7","0.6","27.4","1.3","14.8","4.2","21.6","5.1","7.7","8.0","4.0","(X)","3.4","(X)","4.4","(X)",
"0500000US06109","Tuolumne County, California","0.8","0.4","14.5","6.9","3.3","5.1","10.4","11.4","0.0","74.6","3.8","(X)","11.5","(X)","11.9","(X)",
"0500000US06111","Ventura County, California","7.2","0.3","21.5","1.1","9.3","2.1","18.9","2.0","19.3","6.3","3.2","(X)","3.1","(X)","3.7","(X)",
"0500000US06113","Yolo County, California","8.9","0.8","27.0","3.0","23.3","5.1","24.5","4.2","11.8","9.6","3.3","(X)","3.1","(X)","3.7","(X)",
"0500000US06115","Yuba County, California","4.7","1.0","21.9","5.3","8.7","8.9","20.3","6.6","0.0","32.7","3.9","(X)","4.5","(X)","5.3","(X)",
