fips5,year,pqi_mean_rate,pqi_count,population_pqi,population,medi_cal_enrollment,ffs_share,dual_share,medi_cal_share,ed_visits_resident,ed_admit_rate_resident,poverty_pct,age65_pct,disability_pct,county_name_clean
06019,2023,244.1428571428571,31227.0,737124.0,1015633.0,92681.29166666669,0.5043520559480046,0.5129469224955954,0.09125470683471952,347566.0,0.0073856476180063,18.7,12.7,13.1,FRESNO
06019,2024,252.12142857142857,32088.0,745865.0,1028120.0,73893.77528089887,0.4913956986945225,0.6614833227046538,0.07187271454781434,365377.0,0.008363963796298,18.3,13.5,14.1,FRESNO
06021,2005,358.375,1060.0,19553.0,19553.0,,,,,,,,,,GLENN
06021,2006,358.4625,1061.0,19729.0,19729.0,,,,,,,,,,GLENN
06021,2007,321.6625,980.0,19842.0,19842.0,,,,,,,,,,GLENN
06021,2008,375.65,1130.0,20067.0,20067.0,,,,,6895.0,0.0385786802030456,,,,GLENN
06021,2009,342.06874999999997,1052.0,20155.0,20155.0,,,,,8072.0,0.0262636273538156,,,,GLENN
06021,2010,300.83125,925.0,20313.0,20313.0,3588.9583333333335,1.996424217797643,0.2913565913972253,0.17668283037135496,7536.0,0.0299893842887473,,34.2,,GLENN
06021,2011,261.05625,816.0,20400.0,20400.0,3588.5833333333335,1.9947750969509788,0.2995378863525532,0.1759109477124183,8113.0,0.0292123752002958,,34.6,,GLENN
06021,2012,286.04375,934.0,21643.0,21643.0,3601.0,1.992895491992965,0.297926501897621,0.16638174005452108,8822.0,0.0245975969167989,19.5,34.6,15.0,GLENN
06021,2013,295.7375,982.0,21703.0,21703.0,3358.6785714285716,2.0663880707052447,0.3311074012242626,0.15475641945484825,9093.0,0.0250742329264269,18.8,34.9,15.8,GLENN
06021,2014,312.4375,1024.0,21574.0,21574.0,2621.25,1.479860117628358,0.4473374662215864,0.12150041716881431,9494.0,0.033600168527491,20.0,35.3,17.2,GLENN
06021,2015,343.875,884.0,16846.0,16846.0,2927.0208333333335,1.0262994939393724,0.4273685559122259,0.17375168190272666,11011.0,0.0346017618744891,20.8,35.6,17.2,GLENN
06021,2016,432.4071428571429,1143.0,20377.0,20377.0,3068.3333333333335,0.9107550244432372,0.428109722976643,0.15057826634604374,11900.0,0.035798319327731,20.3,35.4,17.7,GLENN
06021,2017,457.61428571428576,1189.0,20443.0,20443.0,3126.5416666666665,0.8782067513360076,0.4309607260418194,0.152939473984575,11915.0,0.0349979018044481,19.6,14.9,17.5,GLENN
06021,2018,432.06428571428575,1138.0,20401.0,20401.0,3102.3541666666665,0.8402490044522641,0.4399078656665301,0.1520687302909988,12213.0,0.042659461229837,18.8,15.4,16.8,GLENN
06021,2019,439.0357142857143,1206.0,20882.0,20882.0,3107.2291666666665,0.8547540346101498,0.4620139862015327,0.1487994045908757,12172.0,0.0531547814656588,17.5,15.9,15.2,GLENN
06021,2020,325.40000000000003,920.0,21187.0,28917.0,3167.3125,0.802731021962626,0.4715880313883352,0.10953115814226926,9719.0,0.0475357547072744,15.2,16.4,15.1,GLENN
06021,2021,352.89285714285717,1022.0,21045.0,28816.0,3399.3541666666665,0.7554130993019508,0.4695499757919703,0.11796759323523967,10739.0,0.0438588322935096,15.1,16.2,13.4,GLENN
06021,2022,341.34285714285716,987.0,20780.0,28821.0,3585.7083333333335,0.700349768176906,0.4558141696782365,0.12441304372968785,12314.0,0.0425531914893617,15.3,16.9,12.7,GLENN
06021,2023,317.57142857142856,1100.0,20659.0,28442.0,3682.25,0.4436372688799873,0.4641410369565709,0.1294652274804866,12136.0,0.0458141067897165,12.4,16.8,13.2,GLENN
06021,2024,312.37142857142857,926.0,20903.0,28979.0,5871.5,0.0938573334468761,0.4482670527122541,0.20261223644708237,12547.0,0.0441539810313222,,,,GLENN
06023,2005,263.75,3918.0,102809.0,102809.0,,,,,,,,,,HUMBOLDT
06023,2006,222.2,3337.0,103611.0,103611.0,,,,,,,,,,HUMBOLDT
06023,2007,225.3125,3421.0,103821.0,103821.0,,,,,,,,,,HUMBOLDT
06023,2008,214.1875,3280.0,104570.0,104570.0,,,,,47609.0,0.0140309605326723,,,,HUMBOLDT
06023,2009,235.89375,3627.0,105478.0,105478.0,,,,,47059.0,0.0140036974861344,,,,HUMBOLDT
06023,2010,215.2375,3394.0,106717.0,106717.0,13615.083333333334,1.996162344458658,0.3819844412753013,0.12758120386942412,44751.0,0.0172510111505888,,35.8,,HUMBOLDT
06023,2011,218.8,3476.0,107013.0,107013.0,13670.083333333334,1.9935625849635152,0.3875860303216878,0.12774226807334935,44760.0,0.0199508489722966,,35.7,,HUMBOLDT
06023,2012,218.3375,3511.0,105607.0,105607.0,13594.083333333334,1.9915097867331988,0.3937865125146356,0.12872331695184347,46455.0,0.0196534280486492,19.7,36.0,15.5,HUMBOLDT
06023,2013,219.41875,3561.0,105726.0,105726.0,12304.892857142857,1.5992757430019613,0.4384163868225087,0.11638473844790172,53547.0,0.017517321231815,20.4,36.1,15.7,HUMBOLDT
06023,2014,212.44375,3531.0,108619.0,108619.0,14307.5,0.3938086085386452,0.3942046712097384,0.13172189027702336,52425.0,0.0114067715784453,20.8,36.5,16.3,HUMBOLDT
06023,2015,222.09375,2777.0,79121.0,79121.0,12597.333333333334,0.2861981371718882,0.4668845258255715,0.15921605304954858,55452.0,0.0129301017095866,21.4,36.6,16.7,HUMBOLDT
06023,2016,229.04285714285712,3424.0,109915.0,109915.0,13660.041666666666,0.2409277668137908,0.443184348510406,0.12427823014753825,56395.0,0.0220941572834471,21.0,37.1,16.9,HUMBOLDT
06023,2017,212.78571428571428,3225.0,110396.0,110396.0,13937.104166666666,0.2382788150934032,0.4453160852101928,0.12624645971472395,54726.0,0.0245952563680882,20.8,16.1,16.7,HUMBOLDT
06023,2018,218.8571428571429,3413.0,110416.0,110416.0,13886.9375,0.2477808132042551,0.4501172414724269,0.12576924992754673,51223.0,0.027800011713488,20.3,16.7,16.3,HUMBOLDT
06023,2019,226.78571428571428,3553.0,110113.0,110113.0,13816.416666666666,0.2375796908267339,0.4626742341538146,0.12547489094536218,49826.0,0.0269738690643439,20.1,17.3,16.5,HUMBOLDT
06023,2020,166.42857142857142,2658.0,110448.0,136463.0,14086.708333333334,0.2220237162100206,0.4693490613196245,0.10322730947827129,40326.0,0.0307245945543817,19.7,17.8,16.8,HUMBOLDT
06023,2021,170.04285714285714,2794.0,109377.0,135477.0,15008.083333333334,0.1977101228782267,0.4727507954046985,0.11077956651928618,42666.0,0.0306332911451741,20.3,18.1,17.4,HUMBOLDT
06023,2022,170.7214285714286,2847.0,110011.0,134861.0,15775.020833333334,0.2128047902736525,0.4690696393692031,0.11697244446751347,50199.0,0.0260762166577023,19.8,18.9,17.9,HUMBOLDT
06023,2023,138.80714285714288,3021.0,109146.0,134566.0,16207.5625,0.2019119161194041,0.4849999293025503,0.12044322117028075,52774.0,0.021241520445674,18.9,19.3,18.5,HUMBOLDT
