year,county_name,ed_admissions,ed_visits,ed_facility_count,ed_admit_rate,ed_visits_per_facility,county_clean,fips5
2016,GLENN,203.0,6520.0,1,0.0311349693251533,6520.0,GLENN,06021
2016,HUMBOLDT,7212.0,59770.0,4,0.1206625397356533,14942.5,HUMBOLDT,06023
2016,IMPERIAL,6629.0,90303.0,2,0.0734084138954409,45151.5,IMPERIAL,06025
2016,INYO,617.0,10426.0,2,0.0591789756378285,5213.0,INYO,06027
2016,KERN,38206.0,329727.0,10,0.1158716150027143,32972.7,KERN,06029
2016,KINGS,7410.0,117483.0,1,0.0630729552360767,117483.0,KINGS,06031
2016,LAKE,2404.0,39850.0,2,0.0603262233375156,19925.0,LAKE,06033
2016,LASSEN,633.0,11289.0,1,0.0560722827531225,11289.0,LASSEN,06035
2016,LOS ANGELES,544427.0,3136727.0,78,0.1735653118680714,40214.44871794872,LOS ANGELES,06037
2016,MADERA,10225.0,151155.0,2,0.0676457940524627,75577.5,MADERA,06039
2016,MARIN,9644.0,68982.0,3,0.1398045867037778,22994.0,MARIN,06041
2016,MARIPOSA,139.0,6036.0,1,0.0230284956925115,6036.0,MARIPOSA,06043
2016,MENDOCINO,3430.0,49784.0,3,0.0688976377952756,16594.666666666668,MENDOCINO,06045
2016,MERCED,9024.0,95043.0,2,0.0949464979009501,47521.5,MERCED,06047
2016,MODOC,146.0,4450.0,2,0.0328089887640449,2225.0,MODOC,06049
2016,MONO,400.0,9153.0,1,0.0437015186277723,9153.0,MONO,06051
2016,MONTEREY,20665.0,155688.0,4,0.1327334155490468,38922.0,MONTEREY,06053
2016,NAPA,5155.0,33307.0,2,0.1547722700933737,16653.5,NAPA,06055
2016,NEVADA,4862.0,39879.0,2,0.1219188043832593,19939.5,NEVADA,06057
2016,ORANGE,152402.0,832740.0,25,0.1830127050459927,33309.6,ORANGE,06059
2016,PLACER,25633.0,186690.0,3,0.1373024800471369,62230.0,PLACER,06061
2016,PLUMAS,644.0,11286.0,3,0.0570618465355307,3762.0,PLUMAS,06063
2016,RIVERSIDE,114094.0,777343.0,16,0.1467743325661902,48583.9375,RIVERSIDE,06065
2016,SACRAMENTO,77495.0,548237.0,8,0.1413531009399219,68529.625,SACRAMENTO,06067
2016,SAN BENITO,1386.0,18314.0,1,0.0756798077973135,18314.0,SAN BENITO,06069
2016,SAN BERNARDINO,112434.0,774930.0,17,0.1450892338662847,45584.117647058825,SAN BERNARDINO,06071
2016,SAN DIEGO,156633.0,858361.0,15,0.1824791666909377,57224.066666666666,SAN DIEGO,06073
2016,SAN FRANCISCO,45121.0,247249.0,9,0.1824921435475977,27472.11111111111,SAN FRANCISCO,06075
