Month of Eligibility,County,Dual Status,Total Eligibles,Annotation Code,Annotation Description,Status,Date of Data
2017-07,Marin,Dual,"5,464",,,F,
2017-07,Marin,Non-Dual,"42,098",,,F,
2017-07,Mariposa,Dual,626,,,F,
2017-07,Mariposa,Non-Dual,"4,232",,,F,
2017-07,Mendocino,Dual,"4,631",,,F,
2017-07,Mendocino,Non-Dual,"37,285",,,F,
2017-07,Merced,Dual,"11,029",,,F,
2017-07,Merced,Non-Dual,"129,026",,,F,
2017-07,Modoc,Dual,459,,,F,
2017-07,Modoc,Non-Dual,"2,734",,,F,
2017-07,Mono,Dual,162,,,F,
2017-07,Mono,Non-Dual,"3,580",,,F,
2017-07,Monterey,Dual,"12,631",,,F,
2017-07,Monterey,Non-Dual,"173,716",,,F,
2017-07,Napa,Dual,"3,834",,,F,
2017-07,Napa,Non-Dual,"28,653",,,F,
2017-07,Nevada,Dual,"2,957",,,F,
2017-07,Nevada,Non-Dual,"22,238",,,F,
2017-07,Orange,Dual,"95,783",,,F,
2017-07,Orange,Non-Dual,"797,952",,,F,
2017-07,Placer,Dual,"7,395",,,F,
2017-07,Placer,Non-Dual,"54,878",,,F,
2017-07,Plumas,Dual,934,,,F,
2017-07,Plumas,Non-Dual,"5,569",,,F,
2017-07,Riverside,Dual,"70,160",,,F,
2017-07,Riverside,Non-Dual,"766,045",,,F,
2017-07,STATEWIDE,STATEWIDE,"13,353,970",,Statewide Total by MOE,F,
2017-07,Sacramento,Dual,"61,219",,,F,
2017-07,Sacramento,Non-Dual,"489,286",,,F,
2017-07,San Benito,Dual,"1,530",,,F,
2017-07,San Benito,Non-Dual,"17,206",,,F,
2017-07,San Bernardino,Dual,"72,723",,,F,
2017-07,San Bernardino,Non-Dual,"810,189",,,F,
2017-07,San Diego,Dual,"95,798",,,F,
2017-07,San Diego,Non-Dual,"799,061",,,F,
2017-07,San Francisco,Dual,"49,472",,,F,
2017-07,San Francisco,Non-Dual,"172,021",,,F,
2017-07,San Joaquin,Dual,"26,692",,,F,
2017-07,San Joaquin,Non-Dual,"272,136",,,F,
2017-07,San Luis Obispo,Dual,"6,786",,,F,
2017-07,San Luis Obispo,Non-Dual,"53,547",,,F,
2017-07,San Mateo,Dual,"18,806",,,F,
2017-07,San Mateo,Non-Dual,"132,126",,,F,
2017-07,Santa Barbara,Dual,"12,447",,,F,
2017-07,Santa Barbara,Non-Dual,"135,274",,,F,
2017-07,Santa Clara,Dual,"58,666",,,F,
2017-07,Santa Clara,Non-Dual,"365,960",,,F,
2017-07,Santa Cruz,Dual,"8,109",,,F,
2017-07,Santa Cruz,Non-Dual,"70,548",,,F,
2017-07,Shasta,Dual,"9,320",,,F,
2017-07,Shasta,Non-Dual,"53,943",,,F,
2017-07,Sierra,Dual,169,,,F,
2017-07,Sierra,Non-Dual,685,,,F,
2017-07,Siskiyou,Dual,"2,643",,,F,
2017-07,Siskiyou,Non-Dual,"16,314",,,F,
2017-07,Solano,Dual,"13,792",,,F,
2017-07,Solano,Non-Dual,"107,160",,,F,
2017-07,Sonoma,Dual,"14,520",,,F,
2017-07,Sonoma,Non-Dual,"113,864",,,F,
2017-07,Stanislaus,Dual,"22,342",,,F,
2017-07,Stanislaus,Non-Dual,"227,794",,,F,
2017-07,Sutter,Dual,"4,779",,,F,
2017-07,Sutter,Non-Dual,"37,745",,,F,
2017-07,Tehama,Dual,"3,273",,,F,
2017-07,Tehama,Non-Dual,"23,931",,,F,
2017-07,Trinity,Dual,681,,,F,
2017-07,Trinity,Non-Dual,"4,159",,,F,
2017-07,Tulare,Dual,"20,444",,,F,
2017-07,Tulare,Non-Dual,"237,035",,,F,
2017-07,Tuolumne,Dual,"1,999",,,F,
2017-07,Tuolumne,Non-Dual,"12,121",,,F,
2017-07,Ventura,Dual,"22,128",,,F,
2017-07,Ventura,Non-Dual,"211,661",,,F,
2017-07,Yolo,Dual,"6,258",,,F,
2017-07,Yolo,Non-Dual,"52,801",,,F,
2017-07,Yuba,Dual,"3,416",,,F,
2017-07,Yuba,Non-Dual,"29,408",,,F,
2017-06,Alameda,Dual,"58,753",,,F,
2017-06,Alameda,Non-Dual,"375,849",,,F,
2017-06,Alpine,Dual,45,,,F,
2017-06,Alpine,Non-Dual,278,,,F,
2017-06,Amador,Dual,"1,003",,,F,
2017-06,Amador,Non-Dual,"7,205",,,F,
2017-06,Butte,Dual,"11,145",,,F,
2017-06,Butte,Non-Dual,"71,885",,,F,
2017-06,Calaveras,Dual,"1,443",,,F,
2017-06,Calaveras,Non-Dual,"10,700",,,F,
2017-06,Colusa,Dual,843,,,F,
2017-06,Colusa,Non-Dual,"8,240",,,F,
2017-06,Contra Costa,Dual,"30,545",,,F,
2017-06,Contra Costa,Non-Dual,"241,911",,,F,
2017-06,Del Norte,Dual,"1,591",,,F,
2017-06,Del Norte,Non-Dual,"10,381",,,F,
2017-06,El Dorado,Dual,"4,270",,,F,
2017-06,El Dorado,Non-Dual,"34,841",,,F,
2017-06,Fresno,Dual,"40,239",,,F,
2017-06,Fresno,Non-Dual,"453,215",,,F,
2017-06,Glenn,Dual,"1,350",,,F,
2017-06,Glenn,Non-Dual,"11,050",,,F,
2017-06,Humboldt,Dual,"6,210",,,F,
2017-06,Humboldt,Non-Dual,"49,375",,,F,
2017-06,Imperial,Dual,"13,528",,,F,
2017-06,Imperial,Non-Dual,"81,416",,,F,
2017-06,Inyo,Dual,680,,,F,
2017-06,Inyo,Non-Dual,"4,843",,,F,
2017-06,Kern,Dual,"31,114",,,F,
2017-06,Kern,Non-Dual,"384,162",,,F,
2017-06,Kings,Dual,"4,774",,,F,
2017-06,Kings,Non-Dual,"52,842",,,F,
2017-06,Lake,Dual,"4,786",,,F,
2017-06,Lake,Non-Dual,"27,950",,,F,
2017-06,Lassen,Dual,"1,012",,,F,
2017-06,Lassen,Non-Dual,"7,054",,,F,
2017-06,Los Angeles,Dual,"466,862",,,F,
2017-06,Los Angeles,Non-Dual,"3,514,688",,,F,
2017-06,Madera,Dual,"5,158",,,F,
2017-06,Madera,Non-Dual,"65,329",,,F,
2017-06,Marin,Dual,"5,432",,,F,
2017-06,Marin,Non-Dual,"42,221",,,F,
2017-06,Mariposa,Dual,620,,,F,
2017-06,Mariposa,Non-Dual,"4,185",,,F,
2017-06,Mendocino,Dual,"4,615",,,F,
2017-06,Mendocino,Non-Dual,"37,191",,,F,
2017-06,Merced,Dual,"11,046",,,F,
2017-06,Merced,Non-Dual,"129,328",,,F,
2017-06,Modoc,Dual,455,,,F,
2017-06,Modoc,Non-Dual,"2,720",,,F,
2017-06,Mono,Dual,157,,,F,
2017-06,Mono,Non-Dual,"3,575",,,F,
2017-06,Monterey,Dual,"12,613",,,F,
2017-06,Monterey,Non-Dual,"173,796",,,F,
2017-06,Napa,Dual,"3,819",,,F,
2017-06,Napa,Non-Dual,"28,759",,,F,
2017-06,Nevada,Dual,"2,926",,,F,
2017-06,Nevada,Non-Dual,"22,167",,,F,
2017-06,Orange,Dual,"95,601",,,F,
2017-06,Orange,Non-Dual,"799,924",,,F,
2017-06,Placer,Dual,"7,385",,,F,
2017-06,Placer,Non-Dual,"55,223",,,F,
2017-06,Plumas,Dual,941,,,F,
2017-06,Plumas,Non-Dual,"5,536",,,F,
2017-06,Riverside,Dual,"69,912",,,F,
2017-06,Riverside,Non-Dual,"766,995",,,F,
2017-06,STATEWIDE,STATEWIDE,"13,384,990",,Statewide Total by MOE,F,
2017-06,Sacramento,Dual,"61,107",,,F,
2017-06,Sacramento,Non-Dual,"493,359",,,F,
2017-06,San Benito,Dual,"1,539",,,F,
2017-06,San Benito,Non-Dual,"17,308",,,F,
2017-06,San Bernardino,Dual,"72,555",,,F,
2017-06,San Bernardino,Non-Dual,"811,843",,,F,
2017-06,San Diego,Dual,"95,558",,,F,
2017-06,San Diego,Non-Dual,"800,060",,,F,
2017-06,San Francisco,Dual,"49,357",,,F,
2017-06,San Francisco,Non-Dual,"172,434",,,F,
2017-06,San Joaquin,Dual,"26,630",,,F,
2017-06,San Joaquin,Non-Dual,"271,962",,,F,
2017-06,San Luis Obispo,Dual,"6,782",,,F,
2017-06,San Luis Obispo,Non-Dual,"53,946",,,F,
2017-06,San Mateo,Dual,"18,864",,,F,
2017-06,San Mateo,Non-Dual,"132,783",,,F,
2017-06,Santa Barbara,Dual,"12,385",,,F,
2017-06,Santa Barbara,Non-Dual,"135,270",,,F,
2017-06,Santa Clara,Dual,"58,946",,,F,
2017-06,Santa Clara,Non-Dual,"371,871",,,F,
2017-06,Santa Cruz,Dual,"8,111",,,F,
2017-06,Santa Cruz,Non-Dual,"70,848",,,F,
2017-06,Shasta,Dual,"9,288",,,F,
2017-06,Shasta,Non-Dual,"54,142",,,F,
2017-06,Sierra,Dual,165,,,F,
2017-06,Sierra,Non-Dual,675,,,F,
2017-06,Siskiyou,Dual,"2,639",,,F,
2017-06,Siskiyou,Non-Dual,"16,314",,,F,
2017-06,Solano,Dual,"13,732",,,F,
2017-06,Solano,Non-Dual,"107,825",,,F,
2017-06,Sonoma,Dual,"14,511",,,F,
2017-06,Sonoma,Non-Dual,"114,273",,,F,
2017-06,Stanislaus,Dual,"22,283",,,F,
2017-06,Stanislaus,Non-Dual,"227,417",,,F,
2017-06,Sutter,Dual,"4,750",,,F,
2017-06,Sutter,Non-Dual,"38,078",,,F,
2017-06,Tehama,Dual,"3,318",,,F,
2017-06,Tehama,Non-Dual,"24,003",,,F,
2017-06,Trinity,Dual,683,,,F,
2017-06,Trinity,Non-Dual,"4,157",,,F,
2017-06,Tulare,Dual,"20,399",,,F,
2017-06,Tulare,Non-Dual,"236,547",,,F,
2017-06,Tuolumne,Dual,"1,992",,,F,
2017-06,Tuolumne,Non-Dual,"12,137",,,F,
2017-06,Ventura,Dual,"22,145",,,F,
2017-06,Ventura,Non-Dual,"212,386",,,F,
2017-06,Yolo,Dual,"6,224",,,F,
2017-06,Yolo,Non-Dual,"52,940",,,F,
2017-06,Yuba,Dual,"3,417",,,F,
2017-06,Yuba,Non-Dual,"29,325",,,F,
2017-05,Alameda,Dual,"58,658",,,F,
2017-05,Alameda,Non-Dual,"376,223",,,F,
2017-05,Alpine,Dual,47,,,F,
2017-05,Alpine,Non-Dual,282,,,F,
2017-05,Amador,Dual,"1,005",,,F,
2017-05,Amador,Non-Dual,"7,217",,,F,
2017-05,Butte,Dual,"11,122",,,F,
2017-05,Butte,Non-Dual,"71,968",,,F,
2017-05,Calaveras,Dual,"1,438",,,F,
2017-05,Calaveras,Non-Dual,"10,706",,,F,
2017-05,Colusa,Dual,841,,,F,
2017-05,Colusa,Non-Dual,"8,289",,,F,
2017-05,Contra Costa,Dual,"30,445",,,F,
2017-05,Contra Costa,Non-Dual,"243,369",,,F,
2017-05,Del Norte,Dual,"1,593",,,F,
2017-05,Del Norte,Non-Dual,"10,397",,,F,
2017-05,El Dorado,Dual,"4,273",,,F,
2017-05,El Dorado,Non-Dual,"34,689",,,F,
2017-05,Fresno,Dual,"40,171",,,F,
2017-05,Fresno,Non-Dual,"453,989",,,F,
2017-05,Glenn,Dual,"1,347",,,F,
2017-05,Glenn,Non-Dual,"11,049",,,F,
2017-05,Humboldt,Dual,"6,225",,,F,
2017-05,Humboldt,Non-Dual,"49,552",,,F,
2017-05,Imperial,Dual,"13,509",,,F,
2017-05,Imperial,Non-Dual,"81,537",,,F,
2017-05,Inyo,Dual,679,,,F,
2017-05,Inyo,Non-Dual,"4,919",,,F,
2017-05,Kern,Dual,"31,122",,,F,
2017-05,Kern,Non-Dual,"385,608",,,F,
2017-05,Kings,Dual,"4,728",,,F,
2017-05,Kings,Non-Dual,"52,951",,,F,
2017-05,Lake,Dual,"4,761",,,F,
2017-05,Lake,Non-Dual,"27,864",,,F,
2017-05,Lassen,Dual,"1,019",,,F,
2017-05,Lassen,Non-Dual,"7,051",,,F,
2017-05,Los Angeles,Dual,"466,014",,,F,
2017-05,Los Angeles,Non-Dual,"3,524,763",,,F,
2017-05,Madera,Dual,"5,143",,,F,
2017-05,Madera,Non-Dual,"65,371",,,F,
2017-05,Marin,Dual,"5,391",,,F,
2017-05,Marin,Non-Dual,"42,095",,,F,
2017-05,Mariposa,Dual,621,,,F,
2017-05,Mariposa,Non-Dual,"4,183",,,F,
2017-05,Mendocino,Dual,"4,589",,,F,
2017-05,Mendocino,Non-Dual,"37,052",,,F,
2017-05,Merced,Dual,"11,033",,,F,
2017-05,Merced,Non-Dual,"129,346",,,F,
2017-05,Modoc,Dual,458,,,F,
2017-05,Modoc,Non-Dual,"2,741",,,F,
2017-05,Mono,Dual,159,,,F,
2017-05,Mono,Non-Dual,"3,603",,,F,
2017-05,Monterey,Dual,"12,609",,,F,
2017-05,Monterey,Non-Dual,"174,633",,,F,
2017-05,Napa,Dual,"3,823",,,F,
2017-05,Napa,Non-Dual,"28,898",,,F,
2017-05,Nevada,Dual,"2,923",,,F,
2017-05,Nevada,Non-Dual,"22,162",,,F,
2017-05,Orange,Dual,"95,791",,,F,
2017-05,Orange,Non-Dual,"801,680",,,F,
2017-05,Placer,Dual,"7,399",,,F,
2017-05,Placer,Non-Dual,"55,594",,,F,
2017-05,Plumas,Dual,929,,,F,
2017-05,Plumas,Non-Dual,"5,517",,,F,
2017-05,Riverside,Dual,"69,800",,,F,
2017-05,Riverside,Non-Dual,"769,878",,,F,
2017-05,STATEWIDE,STATEWIDE,"13,420,938",,Statewide Total by MOE,F,
2017-05,Sacramento,Dual,"61,110",,,F,
2017-05,Sacramento,Non-Dual,"496,707",,,F,
2017-05,San Benito,Dual,"1,538",,,F,
2017-05,San Benito,Non-Dual,"17,424",,,F,
2017-05,San Bernardino,Dual,"72,402",,,F,
2017-05,San Bernardino,Non-Dual,"814,555",,,F,
2017-05,San Diego,Dual,"95,215",,,F,
2017-05,San Diego,Non-Dual,"801,787",,,F,
2017-05,San Francisco,Dual,"49,387",,,F,
2017-05,San Francisco,Non-Dual,"173,229",,,F,
2017-05,San Joaquin,Dual,"26,586",,,F,
2017-05,San Joaquin,Non-Dual,"272,092",,,F,
2017-05,San Luis Obispo,Dual,"6,757",,,F,
2017-05,San Luis Obispo,Non-Dual,"54,230",,,F,
2017-05,San Mateo,Dual,"18,884",,,F,
2017-05,San Mateo,Non-Dual,"133,233",,,F,
2017-05,Santa Barbara,Dual,"12,361",,,F,
2017-05,Santa Barbara,Non-Dual,"135,811",,,F,
2017-05,Santa Clara,Dual,"58,937",,,F,
2017-05,Santa Clara,Non-Dual,"374,488",,,F,
2017-05,Santa Cruz,Dual,"8,087",,,F,
2017-05,Santa Cruz,Non-Dual,"71,192",,,F,
2017-05,Shasta,Dual,"9,290",,,F,
2017-05,Shasta,Non-Dual,"54,433",,,F,
2017-05,Sierra,Dual,163,,,F,
2017-05,Sierra,Non-Dual,669,,,F,
2017-05,Siskiyou,Dual,"2,633",,,F,
2017-05,Siskiyou,Non-Dual,"16,432",,,F,
2017-05,Solano,Dual,"13,699",,,F,
2017-05,Solano,Non-Dual,"108,753",,,F,
2017-05,Sonoma,Dual,"14,550",,,F,
2017-05,Sonoma,Non-Dual,"114,893",,,F,
2017-05,Stanislaus,Dual,"22,236",,,F,
2017-05,Stanislaus,Non-Dual,"227,584",,,F,
2017-05,Sutter,Dual,"4,742",,,F,
2017-05,Sutter,Non-Dual,"38,285",,,F,
2017-05,Tehama,Dual,"3,306",,,F,
2017-05,Tehama,Non-Dual,"24,025",,,F,
2017-05,Trinity,Dual,692,,,F,
2017-05,Trinity,Non-Dual,"4,248",,,F,
2017-05,Tulare,Dual,"20,367",,,F,
2017-05,Tulare,Non-Dual,"237,085",,,F,
2017-05,Tuolumne,Dual,"2,010",,,F,
2017-05,Tuolumne,Non-Dual,"12,237",,,F,
2017-05,Ventura,Dual,"22,231",,,F,
2017-05,Ventura,Non-Dual,"213,395",,,F,
2017-05,Yolo,Dual,"6,231",,,F,
2017-05,Yolo,Non-Dual,"53,161",,,F,
2017-05,Yuba,Dual,"3,429",,,F,
2017-05,Yuba,Non-Dual,"29,306",,,F,
2017-04,Alameda,Dual,"58,689",,,F,
2017-04,Alameda,Non-Dual,"378,199",,,F,
2017-04,Alpine,Dual,48,,,F,
2017-04,Alpine,Non-Dual,295,,,F,
2017-04,Amador,Dual,"1,007",,,F,
2017-04,Amador,Non-Dual,"7,354",,,F,
2017-04,Butte,Dual,"11,101",,,F,
2017-04,Butte,Non-Dual,"72,254",,,F,
2017-04,Calaveras,Dual,"1,441",,,F,
2017-04,Calaveras,Non-Dual,"10,823",,,F,
2017-04,Colusa,Dual,837,,,F,
2017-04,Colusa,Non-Dual,"8,310",,,F,
2017-04,Contra Costa,Dual,"30,414",,,F,
2017-04,Contra Costa,Non-Dual,"243,732",,,F,
2017-04,Del Norte,Dual,"1,587",,,F,
2017-04,Del Norte,Non-Dual,"10,390",,,F,
2017-04,El Dorado,Dual,"4,256",,,F,
2017-04,El Dorado,Non-Dual,"34,711",,,F,
2017-04,Fresno,Dual,"40,051",,,F,
2017-04,Fresno,Non-Dual,"454,888",,,F,
2017-04,Glenn,Dual,"1,340",,,F,
2017-04,Glenn,Non-Dual,"11,165",,,F,
2017-04,Humboldt,Dual,"6,239",,,F,
2017-04,Humboldt,Non-Dual,"49,903",,,F,
2017-04,Imperial,Dual,"13,481",,,F,
2017-04,Imperial,Non-Dual,"81,726",,,F,
2017-04,Inyo,Dual,680,,,F,
2017-04,Inyo,Non-Dual,"4,991",,,F,
2017-04,Kern,Dual,"31,042",,,F,
2017-04,Kern,Non-Dual,"385,141",,,F,
2017-04,Kings,Dual,"4,718",,,F,
2017-04,Kings,Non-Dual,"53,023",,,F,
2017-04,Lake,Dual,"4,772",,,F,
2017-04,Lake,Non-Dual,"27,892",,,F,
2017-04,Lassen,Dual,"1,024",,,F,
2017-04,Lassen,Non-Dual,"7,060",,,F,
2017-04,Los Angeles,Dual,"466,072",,,F,
2017-04,Los Angeles,Non-Dual,"3,541,985",,,F,
2017-04,Madera,Dual,"5,142",,,F,
2017-04,Madera,Non-Dual,"65,634",,,F,
2017-04,Marin,Dual,"5,397",,,F,
2017-04,Marin,Non-Dual,"42,125",,,F,
2017-04,Mariposa,Dual,622,,,F,
2017-04,Mariposa,Non-Dual,"4,169",,,F,
2017-04,Mendocino,Dual,"4,571",,,F,
2017-04,Mendocino,Non-Dual,"37,251",,,F,
2017-04,Merced,Dual,"11,042",,,F,
2017-04,Merced,Non-Dual,"129,281",,,F,
2017-04,Modoc,Dual,463,,,F,
2017-04,Modoc,Non-Dual,"2,755",,,F,
2017-04,Mono,Dual,165,,,F,
2017-04,Mono,Non-Dual,"3,633",,,F,
2017-04,Monterey,Dual,"12,627",,,F,
2017-04,Monterey,Non-Dual,"174,534",,,F,
2017-04,Napa,Dual,"3,820",,,F,
2017-04,Napa,Non-Dual,"29,089",,,F,
2017-04,Nevada,Dual,"2,905",,,F,
2017-04,Nevada,Non-Dual,"22,169",,,F,
2017-04,Orange,Dual,"96,051",,,F,
2017-04,Orange,Non-Dual,"804,633",,,F,
2017-04,Placer,Dual,"7,402",,,F,
2017-04,Placer,Non-Dual,"55,853",,,F,
2017-04,Plumas,Dual,929,,,F,
2017-04,Plumas,Non-Dual,"5,526",,,F,
2017-04,Riverside,Dual,"69,787",,,F,
2017-04,Riverside,Non-Dual,"771,516",,,F,
2017-04,STATEWIDE,STATEWIDE,"13,459,603",,Statewide Total by MOE,F,
2017-04,Sacramento,Dual,"61,025",,,F,
2017-04,Sacramento,Non-Dual,"497,908",,,F,
2017-04,San Benito,Dual,"1,519",,,F,
2017-04,San Benito,Non-Dual,"17,528",,,F,
2017-04,San Bernardino,Dual,"72,272",,,F,
2017-04,San Bernardino,Non-Dual,"814,083",,,F,
2017-04,San Diego,Dual,"94,880",,,F,
2017-04,San Diego,Non-Dual,"802,366",,,F,
2017-04,San Francisco,Dual,"49,323",,,F,
2017-04,San Francisco,Non-Dual,"173,880",,,F,
2017-04,San Joaquin,Dual,"26,615",,,F,
2017-04,San Joaquin,Non-Dual,"272,800",,,F,
2017-04,San Luis Obispo,Dual,"6,754",,,F,
2017-04,San Luis Obispo,Non-Dual,"54,539",,,F,
2017-04,San Mateo,Dual,"18,983",,,F,
2017-04,San Mateo,Non-Dual,"133,814",,,F,
2017-04,Santa Barbara,Dual,"12,323",,,F,
2017-04,Santa Barbara,Non-Dual,"135,995",,,F,
2017-04,Santa Clara,Dual,"58,949",,,F,
2017-04,Santa Clara,Non-Dual,"378,997",,,F,
2017-04,Santa Cruz,Dual,"8,065",,,F,
2017-04,Santa Cruz,Non-Dual,"71,265",,,F,
2017-04,Shasta,Dual,"9,340",,,F,
2017-04,Shasta,Non-Dual,"54,602",,,F,
2017-04,Sierra,Dual,168,,,F,
2017-04,Sierra,Non-Dual,678,,,F,
2017-04,Siskiyou,Dual,"2,640",,,F,
2017-04,Siskiyou,Non-Dual,"16,472",,,F,
2017-04,Solano,Dual,"13,696",,,F,
2017-04,Solano,Non-Dual,"109,615",,,F,
2017-04,Sonoma,Dual,"14,598",,,F,
2017-04,Sonoma,Non-Dual,"115,068",,,F,
2017-04,Stanislaus,Dual,"22,259",,,F,
2017-04,Stanislaus,Non-Dual,"227,228",,,F,
2017-04,Sutter,Dual,"4,716",,,F,
2017-04,Sutter,Non-Dual,"38,402",,,F,
2017-04,Tehama,Dual,"3,310",,,F,
2017-04,Tehama,Non-Dual,"24,097",,,F,
2017-04,Trinity,Dual,682,,,F,
2017-04,Trinity,Non-Dual,"4,294",,,F,
2017-04,Tulare,Dual,"20,326",,,F,
2017-04,Tulare,Non-Dual,"237,640",,,F,
2017-04,Tuolumne,Dual,"2,017",,,F,
2017-04,Tuolumne,Non-Dual,"12,316",,,F,
2017-04,Ventura,Dual,"22,277",,,F,
2017-04,Ventura,Non-Dual,"215,004",,,F,
2017-04,Yolo,Dual,"6,221",,,F,
2017-04,Yolo,Non-Dual,"53,401",,,F,
2017-04,Yuba,Dual,"3,400",,,F,
2017-04,Yuba,Non-Dual,"29,521",,,F,
2017-03,Alameda,Dual,"58,697",,,F,
2017-03,Alameda,Non-Dual,"381,024",,,F,
2017-03,Alpine,Dual,48,,,F,
2017-03,Alpine,Non-Dual,292,,,F,
2017-03,Amador,Dual,"1,011",,,F,
2017-03,Amador,Non-Dual,"7,364",,,F,
2017-03,Butte,Dual,"11,045",,,F,
2017-03,Butte,Non-Dual,"72,130",,,F,
2017-03,Calaveras,Dual,"1,459",,,F,
2017-03,Calaveras,Non-Dual,"10,904",,,F,
2017-03,Colusa,Dual,844,,,F,
2017-03,Colusa,Non-Dual,"8,379",,,F,
2017-03,Contra Costa,Dual,"30,380",,,F,
2017-03,Contra Costa,Non-Dual,"245,119",,,F,
2017-03,Del Norte,Dual,"1,595",,,F,
2017-03,Del Norte,Non-Dual,"10,369",,,F,
2017-03,El Dorado,Dual,"4,243",,,F,
2017-03,El Dorado,Non-Dual,"34,893",,,F,
2017-03,Fresno,Dual,"40,045",,,F,
2017-03,Fresno,Non-Dual,"456,445",,,F,
2017-03,Glenn,Dual,"1,351",,,F,
2017-03,Glenn,Non-Dual,"11,238",,,F,
2017-03,Humboldt,Dual,"6,241",,,F,
2017-03,Humboldt,Non-Dual,"50,011",,,F,
2017-03,Imperial,Dual,"13,443",,,F,
2017-03,Imperial,Non-Dual,"81,756",,,F,
2017-03,Inyo,Dual,671,,,F,
2017-03,Inyo,Non-Dual,"5,028",,,F,
2017-03,Kern,Dual,"30,856",,,F,
2017-03,Kern,Non-Dual,"385,227",,,F,
2017-03,Kings,Dual,"4,715",,,F,
2017-03,Kings,Non-Dual,"53,420",,,F,
2017-03,Lake,Dual,"4,767",,,F,
2017-03,Lake,Non-Dual,"27,913",,,F,
2017-03,Lassen,Dual,"1,015",,,F,
2017-03,Lassen,Non-Dual,"7,009",,,F,
2017-03,Los Angeles,Dual,"464,362",,,F,
2017-03,Los Angeles,Non-Dual,"3,537,110",,,F,
2017-03,Madera,Dual,"5,114",,,F,
2017-03,Madera,Non-Dual,"65,855",,,F,
2017-03,Marin,Dual,"5,385",,,F,
2017-03,Marin,Non-Dual,"42,163",,,F,
2017-03,Mariposa,Dual,616,,,F,
2017-03,Mariposa,Non-Dual,"4,199",,,F,
2017-03,Mendocino,Dual,"4,556",,,F,
2017-03,Mendocino,Non-Dual,"37,241",,,F,
2017-03,Merced,Dual,"10,981",,,F,
2017-03,Merced,Non-Dual,"129,542",,,F,
2017-03,Modoc,Dual,465,,,F,
2017-03,Modoc,Non-Dual,"2,733",,,F,
2017-03,Mono,Dual,165,,,F,
2017-03,Mono,Non-Dual,"3,655",,,F,
2017-03,Monterey,Dual,"12,616",,,F,
2017-03,Monterey,Non-Dual,"174,343",,,F,
2017-03,Napa,Dual,"3,795",,,F,
2017-03,Napa,Non-Dual,"29,209",,,F,
2017-03,Nevada,Dual,"2,886",,,F,
2017-03,Nevada,Non-Dual,"22,120",,,F,
2017-03,Orange,Dual,"96,020",,,F,
2017-03,Orange,Non-Dual,"810,251",,,F,
2017-03,Placer,Dual,"7,409",,,F,
2017-03,Placer,Non-Dual,"56,161",,,F,
2017-03,Plumas,Dual,924,,,F,
2017-03,Plumas,Non-Dual,"5,538",,,F,
2017-03,Riverside,Dual,"69,581",,,F,
2017-03,Riverside,Non-Dual,"776,123",,,F,
2017-03,STATEWIDE,STATEWIDE,"13,491,005",,Statewide Total by MOE,F,
2017-03,Sacramento,Dual,"61,003",,,F,
2017-03,Sacramento,Non-Dual,"500,866",,,F,
2017-03,San Benito,Dual,"1,517",,,F,
2017-03,San Benito,Non-Dual,"17,623",,,F,
2017-03,San Bernardino,Dual,"72,006",,,F,
2017-03,San Bernardino,Non-Dual,"816,050",,,F,
2017-03,San Diego,Dual,"94,919",,,F,
2017-03,San Diego,Non-Dual,"807,763",,,F,
2017-03,San Francisco,Dual,"49,297",,,F,
2017-03,San Francisco,Non-Dual,"174,570",,,F,
2017-03,San Joaquin,Dual,"26,529",,,F,
2017-03,San Joaquin,Non-Dual,"273,890",,,F,
2017-03,San Luis Obispo,Dual,"6,764",,,F,
2017-03,San Luis Obispo,Non-Dual,"54,893",,,F,
2017-03,San Mateo,Dual,"19,037",,,F,
2017-03,San Mateo,Non-Dual,"134,639",,,F,
2017-03,Santa Barbara,Dual,"12,293",,,F,
2017-03,Santa Barbara,Non-Dual,"136,184",,,F,
2017-03,Santa Clara,Dual,"59,019",,,F,
2017-03,Santa Clara,Non-Dual,"381,519",,,F,
2017-03,Santa Cruz,Dual,"8,050",,,F,
2017-03,Santa Cruz,Non-Dual,"71,633",,,F,
2017-03,Shasta,Dual,"9,349",,,F,
2017-03,Shasta,Non-Dual,"55,002",,,F,
2017-03,Sierra,Dual,166,,,F,
2017-03,Sierra,Non-Dual,692,,,F,
2017-03,Siskiyou,Dual,"2,608",,,F,
2017-03,Siskiyou,Non-Dual,"16,477",,,F,
2017-03,Solano,Dual,"13,685",,,F,
2017-03,Solano,Non-Dual,"110,476",,,F,
2017-03,Sonoma,Dual,"14,545",,,F,
2017-03,Sonoma,Non-Dual,"115,265",,,F,
2017-03,Stanislaus,Dual,"22,266",,,F,
2017-03,Stanislaus,Non-Dual,"227,806",,,F,
2017-03,Sutter,Dual,"4,717",,,F,
2017-03,Sutter,Non-Dual,"38,272",,,F,
2017-03,Tehama,Dual,"3,307",,,F,
2017-03,Tehama,Non-Dual,"24,087",,,F,
2017-03,Trinity,Dual,688,,,F,
2017-03,Trinity,Non-Dual,"4,290",,,F,
2017-03,Tulare,Dual,"20,339",,,F,
2017-03,Tulare,Non-Dual,"238,156",,,F,
2017-03,Tuolumne,Dual,"2,006",,,F,
2017-03,Tuolumne,Non-Dual,"12,307",,,F,
2017-03,Ventura,Dual,"22,280",,,F,
